# GLoss,DLoss,RevKLDivergence,ModesCovered
9.0223e-01,1.4549e+00,1.3510e+00,1.0000e+01
9.1012e-01,1.4453e+00,1.8056e+00,1.0000e+01
8.5764e-01,1.2848e+00,1.7543e+00,1.0000e+01
9.8390e-01,1.5769e+00,1.9840e+00,1.0000e+01
1.1382e+00,1.3239e+00,2.1208e+00,1.0000e+01
8.6714e-01,1.7740e+00,1.9048e+00,1.0000e+01
1.0466e+00,1.3254e+00,1.7315e+00,1.0000e+01
9.7522e-01,1.4031e+00,1.5298e+00,1.0000e+01
8.3057e-01,1.7059e+00,1.6445e+00,1.0000e+01
1.0339e+00,1.4838e+00,1.9378e+00,1.0000e+01
1.1679e+00,1.4578e+00,2.0006e+00,1.0000e+01
1.0046e+00,1.4047e+00,1.6270e+00,1.0000e+01
9.1948e-01,1.4151e+00,1.6918e+00,1.0000e+01
1.0816e+00,1.3509e+00,1.6692e+00,1.0000e+01
9.7769e-01,1.3655e+00,1.8174e+00,1.0000e+01
9.7662e-01,1.1624e+00,1.6900e+00,1.0000e+01
1.0906e+00,1.2857e+00,1.7398e+00,1.0000e+01
8.9546e-01,1.6785e+00,1.6953e+00,1.0000e+01
9.6779e-01,1.4188e+00,2.0701e+00,1.0000e+01
1.0856e+00,1.5796e+00,1.4046e+00,1.0000e+01
1.1583e+00,1.4296e+00,1.9150e+00,1.0000e+01
9.2215e-01,1.6931e+00,1.7620e+00,1.0000e+01
1.0285e+00,1.4327e+00,1.7092e+00,1.0000e+01
7.7232e-01,1.4857e+00,1.9789e+00,1.0000e+01
9.4104e-01,1.6788e+00,1.4302e+00,1.0000e+01
9.3746e-01,1.5315e+00,2.1986e+00,1.0000e+01
9.9148e-01,1.6651e+00,1.7551e+00,1.0000e+01
9.6833e-01,1.4498e+00,1.7082e+00,1.0000e+01
9.4147e-01,1.6084e+00,1.5826e+00,1.0000e+01
1.1157e+00,1.4243e+00,1.7966e+00,1.0000e+01
1.1242e+00,1.3660e+00,1.7706e+00,1.0000e+01
1.1039e+00,1.5160e+00,1.8572e+00,1.0000e+01
1.0120e+00,1.3312e+00,1.6900e+00,1.0000e+01
1.2001e+00,1.2222e+00,1.3752e+00,1.0000e+01
1.0167e+00,1.3925e+00,2.1257e+00,1.0000e+01
1.0754e+00,1.2387e+00,1.8803e+00,1.0000e+01
1.1599e+00,1.2809e+00,1.4569e+00,1.0000e+01
9.5306e-01,1.2901e+00,1.5494e+00,1.0000e+01
9.6729e-01,1.3441e+00,1.2112e+00,1.0000e+01
1.0325e+00,1.3095e+00,8.8679e-01,1.0000e+01
9.8553e-01,1.3283e+00,1.5065e+00,1.0000e+01
1.0055e+00,1.2562e+00,1.3785e+00,1.0000e+01
1.0092e+00,1.3625e+00,2.0760e+00,1.0000e+01
1.3387e+00,1.3416e+00,1.6148e+00,1.0000e+01
8.8228e-01,1.3774e+00,1.6735e+00,1.0000e+01
1.1340e+00,1.3309e+00,1.6587e+00,1.0000e+01
1.0730e+00,1.1895e+00,1.7471e+00,1.0000e+01
8.9569e-01,1.1691e+00,1.9291e+00,1.0000e+01
1.0891e+00,1.2994e+00,2.0882e+00,1.0000e+01
8.4928e-01,1.7770e+00,1.7872e+00,1.0000e+01
9.7435e-01,1.7085e+00,1.6829e+00,1.0000e+01
8.7540e-01,1.4661e+00,1.4699e+00,1.0000e+01
1.0426e+00,1.6194e+00,1.6454e+00,1.0000e+01
8.9966e-01,1.5390e+00,1.5507e+00,1.0000e+01
8.1224e-01,1.2927e+00,1.8906e+00,1.0000e+01
9.8793e-01,1.2826e+00,1.4215e+00,1.0000e+01
9.8783e-01,1.3434e+00,1.7161e+00,1.0000e+01
1.1706e+00,1.5932e+00,1.5747e+00,1.0000e+01
8.8316e-01,1.3105e+00,1.6513e+00,1.0000e+01
8.0658e-01,1.6802e+00,1.9331e+00,1.0000e+01
8.4521e-01,1.4074e+00,1.2414e+00,1.0000e+01
9.8611e-01,1.6075e+00,2.0711e+00,1.0000e+01
9.9387e-01,1.2982e+00,1.9054e+00,1.0000e+01
8.9059e-01,1.5847e+00,1.3633e+00,1.0000e+01
9.6767e-01,1.3977e+00,1.7189e+00,1.0000e+01
9.5152e-01,1.2936e+00,1.9187e+00,1.0000e+01
8.9347e-01,1.2830e+00,1.4935e+00,1.0000e+01
1.0030e+00,1.4502e+00,1.9304e+00,1.0000e+01
9.6175e-01,1.4964e+00,1.6555e+00,1.0000e+01
8.9680e-01,1.4121e+00,1.3829e+00,1.0000e+01
9.1105e-01,1.3570e+00,1.7478e+00,1.0000e+01
1.0904e+00,1.2828e+00,1.6014e+00,1.0000e+01
8.5268e-01,1.3826e+00,1.5799e+00,1.0000e+01
9.5719e-01,1.4885e+00,1.7865e+00,1.0000e+01
9.4380e-01,1.4378e+00,1.4738e+00,1.0000e+01
1.2019e+00,1.3071e+00,1.4527e+00,1.0000e+01
1.1001e+00,1.3067e+00,1.6754e+00,1.0000e+01
1.0434e+00,1.4038e+00,2.0007e+00,1.0000e+01
1.0586e+00,1.4714e+00,1.6347e+00,1.0000e+01
9.1517e-01,1.4462e+00,2.2167e+00,1.0000e+01
1.0496e+00,1.4059e+00,2.0153e+00,1.0000e+01
1.0359e+00,1.6342e+00,2.0691e+00,1.0000e+01
9.0101e-01,1.4339e+00,2.0915e+00,1.0000e+01
1.0112e+00,1.5147e+00,1.9948e+00,1.0000e+01
7.9055e-01,1.7640e+00,1.8208e+00,1.0000e+01
8.5638e-01,1.5961e+00,1.5901e+00,1.0000e+01
1.0391e+00,1.3092e+00,1.7697e+00,1.0000e+01
8.7429e-01,1.5410e+00,1.6548e+00,1.0000e+01
8.5261e-01,1.5028e+00,1.5995e+00,1.0000e+01
8.7533e-01,1.4629e+00,1.9736e+00,1.0000e+01
9.3314e-01,1.4201e+00,1.4465e+00,1.0000e+01
8.4905e-01,1.6012e+00,2.1353e+00,1.0000e+01
9.0715e-01,1.4786e+00,1.8344e+00,1.0000e+01
9.6918e-01,1.5266e+00,1.3286e+00,1.0000e+01
9.0503e-01,1.3056e+00,1.7528e+00,1.0000e+01
1.0793e+00,1.1869e+00,1.8947e+00,1.0000e+01
1.1718e+00,1.2610e+00,1.4079e+00,1.0000e+01
8.5465e-01,1.6128e+00,1.3674e+00,1.0000e+01
1.0122e+00,1.3412e+00,1.8904e+00,1.0000e+01
9.6878e-01,1.4517e+00,1.8091e+00,1.0000e+01
1.0692e+00,1.2339e+00,1.5088e+00,1.0000e+01
8.0842e-01,1.4451e+00,1.5937e+00,1.0000e+01
9.1622e-01,1.7627e+00,1.7527e+00,1.0000e+01
9.0752e-01,1.6090e+00,1.4794e+00,1.0000e+01
1.1731e+00,1.2792e+00,1.6712e+00,1.0000e+01
1.1331e+00,1.5185e+00,1.0735e+00,1.0000e+01
1.1726e+00,1.1822e+00,1.6103e+00,1.0000e+01
9.4103e-01,1.3928e+00,2.0283e+00,1.0000e+01
1.0113e+00,1.1488e+00,1.4790e+00,1.0000e+01
9.2227e-01,1.6239e+00,1.4203e+00,1.0000e+01
9.5477e-01,1.4237e+00,1.1700e+00,1.0000e+01
1.0411e+00,1.3544e+00,1.4917e+00,1.0000e+01
1.0400e+00,1.4560e+00,1.4204e+00,1.0000e+01
8.8959e-01,1.6742e+00,1.6936e+00,1.0000e+01
9.7953e-01,1.3428e+00,1.2432e+00,1.0000e+01
9.7420e-01,1.4721e+00,8.2265e-01,1.0000e+01
1.0071e+00,1.6204e+00,1.5562e+00,1.0000e+01
9.6504e-01,1.3365e+00,1.7926e+00,1.0000e+01
1.0277e+00,1.2447e+00,1.5548e+00,1.0000e+01
1.0928e+00,1.2768e+00,1.4955e+00,1.0000e+01
1.0417e+00,1.3132e+00,1.5248e+00,1.0000e+01
8.5123e-01,1.7809e+00,1.9791e+00,1.0000e+01
1.0709e+00,1.4659e+00,1.0212e+00,1.0000e+01
7.1213e-01,1.5626e+00,1.6462e+00,1.0000e+01
8.6649e-01,1.8818e+00,2.0235e+00,1.0000e+01
1.1305e+00,1.2488e+00,2.1300e+00,1.0000e+01
8.6527e-01,1.4824e+00,1.2156e+00,1.0000e+01
1.0982e+00,1.3487e+00,1.2583e+00,1.0000e+01
1.0371e+00,1.3240e+00,2.0339e+00,1.0000e+01
9.7286e-01,1.5349e+00,1.6443e+00,1.0000e+01
9.7980e-01,1.6659e+00,2.1769e+00,1.0000e+01
8.9361e-01,1.5288e+00,1.5025e+00,1.0000e+01
9.3334e-01,1.4519e+00,1.6054e+00,1.0000e+01
1.0222e+00,1.3921e+00,1.7617e+00,1.0000e+01
8.6005e-01,1.9154e+00,2.1473e+00,1.0000e+01
9.8616e-01,1.2403e+00,1.1771e+00,1.0000e+01
8.2369e-01,1.5372e+00,1.2374e+00,1.0000e+01
9.9597e-01,1.5199e+00,1.8617e+00,1.0000e+01
9.0807e-01,1.4058e+00,1.9158e+00,1.0000e+01
9.5029e-01,1.2294e+00,1.0976e+00,1.0000e+01
1.0150e+00,1.2153e+00,1.1607e+00,1.0000e+01
1.0020e+00,1.5180e+00,2.1312e+00,1.0000e+01
1.0264e+00,1.5850e+00,1.8227e+00,1.0000e+01
8.0339e-01,1.4759e+00,1.9436e+00,1.0000e+01
9.7057e-01,1.2570e+00,1.2423e+00,1.0000e+01
9.9829e-01,1.3546e+00,1.2833e+00,1.0000e+01
9.2546e-01,1.3680e+00,1.2288e+00,1.0000e+01
9.2038e-01,1.3917e+00,1.5505e+00,1.0000e+01
1.0466e+00,1.2197e+00,1.5598e+00,1.0000e+01
1.0050e+00,1.2538e+00,1.6939e+00,1.0000e+01
9.3633e-01,1.4613e+00,1.7312e+00,1.0000e+01
9.1122e-01,1.6452e+00,1.3650e+00,1.0000e+01
7.5426e-01,1.4986e+00,1.6403e+00,1.0000e+01
8.2167e-01,1.5116e+00,1.7291e+00,1.0000e+01
1.0180e+00,1.4745e+00,1.7526e+00,1.0000e+01
9.9863e-01,1.2955e+00,1.0279e+00,1.0000e+01
1.0592e+00,1.4551e+00,1.5751e+00,1.0000e+01
9.4188e-01,1.5583e+00,1.3750e+00,1.0000e+01
1.0497e+00,1.3838e+00,1.7837e+00,1.0000e+01
1.0147e+00,1.5419e+00,1.3227e+00,1.0000e+01
1.0503e+00,1.4703e+00,1.4822e+00,1.0000e+01
1.0254e+00,1.0935e+00,1.8187e+00,1.0000e+01
9.1133e-01,1.3546e+00,1.2339e+00,1.0000e+01
9.9131e-01,1.3433e+00,1.7756e+00,1.0000e+01
9.1408e-01,1.2877e+00,1.2599e+00,1.0000e+01
1.0307e+00,1.4457e+00,1.3854e+00,1.0000e+01
8.4159e-01,1.6662e+00,1.0468e+00,1.0000e+01
9.7420e-01,1.7215e+00,1.8153e+00,1.0000e+01
9.0845e-01,1.3033e+00,1.0978e+00,1.0000e+01
9.9002e-01,1.3328e+00,1.2784e+00,1.0000e+01
1.1078e+00,1.5142e+00,8.9334e-01,1.0000e+01
9.7358e-01,1.2407e+00,1.3081e+00,1.0000e+01
1.0116e+00,1.3651e+00,1.3540e+00,1.0000e+01
1.0505e+00,1.3093e+00,1.1911e+00,1.0000e+01
1.0047e+00,1.4363e+00,8.1870e-01,1.0000e+01
1.0933e+00,1.4073e+00,1.4414e+00,1.0000e+01
1.0279e+00,1.0581e+00,1.3828e+00,1.0000e+01
1.0257e+00,1.3836e+00,9.3419e-01,1.0000e+01
1.0126e+00,1.5972e+00,1.1255e+00,1.0000e+01
1.0839e+00,1.1473e+00,1.2151e+00,1.0000e+01
1.0697e+00,1.3712e+00,1.6297e+00,1.0000e+01
1.0671e+00,1.5431e+00,1.5958e+00,1.0000e+01
8.8077e-01,1.4717e+00,1.1348e+00,1.0000e+01
1.0815e+00,1.2953e+00,1.2609e+00,1.0000e+01
9.1887e-01,1.6107e+00,1.3875e+00,1.0000e+01
1.0937e+00,1.2422e+00,1.3719e+00,1.0000e+01
9.4345e-01,1.2816e+00,1.2879e+00,1.0000e+01
9.0785e-01,1.4335e+00,1.0811e+00,1.0000e+01
9.8719e-01,1.3155e+00,1.5254e+00,1.0000e+01
9.7291e-01,1.3961e+00,1.5843e+00,1.0000e+01
9.8116e-01,1.6366e+00,1.0855e+00,1.0000e+01
1.1537e+00,1.2364e+00,9.3743e-01,1.0000e+01
1.0634e+00,1.5526e+00,1.5943e+00,1.0000e+01
9.1605e-01,1.5387e+00,1.0527e+00,1.0000e+01
8.4650e-01,1.2695e+00,1.5702e+00,1.0000e+01
1.0990e+00,1.0846e+00,9.9531e-01,1.0000e+01
8.7898e-01,1.4811e+00,1.3906e+00,1.0000e+01
9.3519e-01,1.4736e+00,1.2109e+00,1.0000e+01
9.2252e-01,1.6015e+00,1.5123e+00,1.0000e+01
1.0451e+00,1.0920e+00,1.4497e+00,1.0000e+01
1.0333e+00,1.5464e+00,9.6104e-01,1.0000e+01
1.1136e+00,1.2236e+00,1.2239e+00,1.0000e+01
1.1380e+00,1.1773e+00,9.6368e-01,1.0000e+01
9.1378e-01,1.3388e+00,1.3753e+00,1.0000e+01
9.5858e-01,1.4700e+00,1.2776e+00,1.0000e+01
8.6491e-01,1.4397e+00,1.3645e+00,1.0000e+01
9.3240e-01,1.5936e+00,7.9603e-01,1.0000e+01
1.0041e+00,1.3367e+00,1.4487e+00,1.0000e+01
1.0179e+00,1.2888e+00,1.8668e+00,1.0000e+01
1.0432e+00,1.6243e+00,1.1007e+00,1.0000e+01
1.1993e+00,1.4606e+00,1.2588e+00,1.0000e+01
9.0311e-01,1.3276e+00,1.8080e+00,1.0000e+01
1.1443e+00,1.1221e+00,7.6959e-01,1.0000e+01
9.7405e-01,1.4654e+00,1.2846e+00,1.0000e+01
8.7317e-01,1.5409e+00,1.8878e+00,1.0000e+01
1.0739e+00,1.2644e+00,1.6020e+00,1.0000e+01
1.1423e+00,1.5183e+00,1.5605e+00,1.0000e+01
9.1145e-01,1.3782e+00,1.1487e+00,1.0000e+01
9.2191e-01,1.1211e+00,1.2716e+00,1.0000e+01
1.0051e+00,1.2261e+00,1.1361e+00,1.0000e+01
1.2378e+00,1.1192e+00,7.1926e-01,1.0000e+01
1.0273e+00,1.5098e+00,1.0804e+00,1.0000e+01
8.8298e-01,1.4073e+00,1.7532e+00,1.0000e+01
1.0862e+00,1.1868e+00,1.1517e+00,1.0000e+01
1.0853e+00,1.5335e+00,1.5795e+00,1.0000e+01
1.0060e+00,1.3133e+00,2.0769e+00,1.0000e+01
9.0017e-01,1.4429e+00,1.0772e+00,1.0000e+01
1.0176e+00,1.5533e+00,1.4962e+00,1.0000e+01
9.5514e-01,1.4341e+00,1.2298e+00,1.0000e+01
9.9710e-01,1.3374e+00,1.1999e+00,1.0000e+01
9.5569e-01,1.2710e+00,1.1295e+00,1.0000e+01
1.0285e+00,1.4086e+00,7.9083e-01,1.0000e+01
1.0655e+00,1.5378e+00,1.6070e+00,1.0000e+01
9.1407e-01,1.1504e+00,1.1389e+00,1.0000e+01
8.9642e-01,1.4816e+00,7.2783e-01,1.0000e+01
1.0204e+00,1.4121e+00,9.5886e-01,1.0000e+01
1.0160e+00,1.1401e+00,1.2212e+00,1.0000e+01
9.5631e-01,1.3676e+00,1.2502e+00,1.0000e+01
9.4816e-01,1.4500e+00,1.5340e+00,1.0000e+01
1.0427e+00,1.4276e+00,1.2672e+00,1.0000e+01
9.4018e-01,1.2615e+00,1.0699e+00,1.0000e+01
1.1953e+00,1.1835e+00,1.6924e+00,1.0000e+01
8.9773e-01,1.3188e+00,1.7343e+00,1.0000e+01
9.5055e-01,1.5276e+00,1.2548e+00,1.0000e+01
1.1218e+00,1.3411e+00,8.1249e-01,1.0000e+01
8.4999e-01,1.6253e+00,7.3651e-01,1.0000e+01
9.8559e-01,1.3557e+00,9.6854e-01,1.0000e+01
8.8749e-01,1.3258e+00,1.6185e+00,1.0000e+01
1.0948e+00,1.4739e+00,1.2513e+00,1.0000e+01
1.0448e+00,1.3249e+00,1.1439e+00,1.0000e+01
1.0185e+00,1.2706e+00,1.0197e+00,1.0000e+01
